105.408635, 109.058062
109.711955, 107.612010
106.770910, 107.178111
104.902315, 108.942544
106.429432, 109.986264
106.350715, 108.745940
107.208566, 106.724891
105.758081, 107.954024
106.635802, 105.702770
109.028467, 105.940024
104.741757, 109.545083
104.469050, 105.768578
105.860169, 106.943419
104.190133, 108.945727
108.427905, 107.905775
105.105144, 108.668921
105.584954, 110.006551
105.130636, 105.577014
106.174433, 106.636557
107.386285, 108.500267
107.742580, 110.253006
107.594896, 106.710349
109.138761, 106.629520
109.082395, 106.670332
108.715466, 108.106124
108.977836, 107.284697
106.128312, 109.339252
107.213396, 106.649330
107.736037, 106.051744
108.324378, 108.801523
105.600508, 107.782845
108.849210, 109.469976
106.886713, 108.638207
108.729443, 107.324793
106.862770, 107.539888
107.109757, 107.727485
109.899917, 107.476352
107.737954, 106.980970
106.072520, 110.252470
105.164962, 108.079572
107.758070, 109.739520
105.744832, 106.459020
105.837181, 110.625182
105.434744, 104.246452
103.893594, 108.163549
105.995000, 109.510408
105.614174, 106.925114
105.989027, 110.010839
106.988912, 109.546780
107.383378, 106.949098
106.510921, 109.981854
105.347732, 106.717948
106.976444, 107.750052
106.854890, 106.651555
106.484844, 105.687494
104.880780, 110.775494
106.238613, 106.196707
106.604456, 106.556745
106.343365, 105.996623
107.608094, 106.153693
108.807841, 107.372582
106.876999, 106.666131
106.143906, 105.426330
108.599596, 107.385258
107.166549, 108.326019
108.367440, 107.543679
105.193888, 106.556206
108.175208, 108.565405
103.847160, 106.667857
108.620702, 108.815854
108.050733, 105.028341
105.904850, 108.851849
104.232096, 108.071435
108.031706, 110.671620
107.721864, 110.547323
106.608446, 104.964804
108.153777, 108.272594
106.245374, 106.362442
108.464701, 106.380244
107.155917, 106.186985
105.094627, 108.069674
106.956629, 107.702286
106.586668, 107.856693
107.267186, 108.863607
106.587066, 107.323515
105.910391, 106.067616
108.445186, 109.868760
105.912173, 106.902385
107.813518, 104.957455
108.901583, 105.397396
106.447676, 109.371034
108.510800, 105.273534
106.806403, 107.957336
106.575127, 108.693092
105.451562, 108.380606
107.732991, 108.009769
106.848143, 108.871496
108.025944, 109.018669
107.164263, 110.977065
106.298665, 107.706304
108.071161, 108.310777
