114.715174, 110.851397
109.934679, 112.112992
111.740629, 108.868736
113.085979, 111.975360
114.695854, 110.937989
110.470674, 111.142945
111.589274, 110.640565
112.112033, 110.078014
113.083998, 107.682093
109.738009, 109.192055
111.997824, 109.842418
111.881244, 108.195774
114.803237, 111.525605
112.379066, 110.649094
115.527411, 108.709937
109.273494, 110.311158
112.852205, 109.997918
109.311230, 109.990329
112.814168, 109.966268
116.243666, 111.794187
111.704535, 109.315927
110.126881, 111.279531
113.169229, 109.022055
111.221643, 109.802380
111.108859, 109.684028
110.693404, 109.967970
113.978724, 108.275442
112.912308, 109.780756
111.488810, 109.194113
111.153182, 111.094414
111.503789, 109.312075
111.895543, 109.861836
110.343021, 110.325579
112.323596, 107.185134
113.480555, 109.005097
113.826231, 108.665638
111.245125, 110.845319
110.297029, 109.453899
110.320155, 108.615153
114.234256, 110.499683
113.043754, 109.007727
114.440865, 111.401978
112.908722, 108.590388
111.124499, 108.458989
113.462542, 108.754700
111.397487, 112.218141
114.807389, 108.566446
113.976845, 109.126076
110.900121, 110.615630
113.684277, 110.278657
112.052288, 112.566472
109.546175, 110.470964
113.430124, 110.407412
112.893617, 112.247297
112.154553, 108.201110
108.662372, 112.251172
111.801184, 112.234442
110.292892, 110.975329
112.500316, 108.268505
112.030319, 108.211721
111.836933, 111.588613
113.224483, 110.201523
112.950710, 110.454301
112.029900, 110.785128
109.236005, 112.249321
113.505773, 110.252148
112.241868, 110.331643
112.515996, 106.891414
112.972033, 110.683459
114.429146, 110.640975
107.984922, 110.461176
110.818491, 112.538099
112.893648, 109.045422
112.761984, 112.669273
112.866006, 109.991043
112.142267, 110.420202
115.724484, 109.977105
111.346669, 110.325811
111.446253, 108.556890
111.567207, 109.720242
110.863174, 106.207902
113.700585, 111.086858
112.361794, 110.181861
110.248195, 109.708239
111.783350, 109.154708
111.416115, 111.216185
112.323764, 110.276601
111.815112, 107.541713
114.633646, 109.921917
112.960641, 110.065060
108.718294, 109.939253
113.372842, 111.265683
116.237693, 109.201424
111.276546, 110.072254
114.006517, 109.455463
112.701268, 108.612668
112.294126, 110.772624
112.581213, 108.964036
114.324567, 108.298376
115.455272, 111.202689
108.176577, 112.402410
112.967025, 107.554175
112.683577, 111.628635
109.964737, 109.043264
113.533678, 109.745177
109.201364, 109.743941
112.769678, 110.794385
110.434546, 110.829413
115.289062, 109.342821
111.326613, 112.122104
111.744004, 109.331270
110.144582, 111.443656
113.641363, 110.424735
115.660156, 109.164932
111.042687, 109.962436
113.849727, 110.156013
113.064213, 107.507814
110.194374, 111.436196
112.776861, 108.098527
110.779865, 109.324002
111.506244, 108.596453
110.596652, 110.487165
112.532659, 110.037687
110.639877, 111.792643
111.191090, 109.182546
111.609371, 111.356609
110.171212, 108.265561
111.209648, 111.794456
113.217384, 107.845487
112.249914, 109.170797
111.628654, 108.755294
110.944060, 111.849461
113.958758, 108.852171
112.210665, 109.943498
109.116118, 108.867529
112.572995, 108.465176
114.063844, 110.456993
113.659005, 111.075983
111.719736, 111.650411
112.301337, 109.036622
113.056277, 111.401848
115.837319, 109.157020
111.200641, 111.539586
110.608968, 111.046318
111.134689, 110.916129
111.462988, 110.362879
110.794967, 109.958197
110.450771, 108.564284
109.172712, 112.616731
113.728396, 108.357331
